Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;8.1107;14.5985;1.0017;
2;1;8.1214;15.6159;1.002;
3;1;8.1214;15.7277;1.002;
4;1;8.1214;15.7742;1.002;
