Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0005;2.9625;4.124;1.1088;
2;1.0005;3.0258;4.2676;1.1105;
3;1.0005;3.0394;4.3072;1.1105;
