Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;100;0;3968;0;0;0;0;0;19.84;0;0;
knl07;_ALL;_ALL;0;100;0;3968;0;0;0;0;0;19.84;0;0;
knl07;204181;_ALL;0;100;0;3968;0;0;0;0;0;19.84;0;0;
knl07;204181;204181;0;100;0;3968;0;0;0;0;0;19.84;0;0;
