loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;10;kernel.c:54-55;Innermost;99.45;19.73;19.73;19.73;19.73;0;1;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;0.48;0.09;0.09;0.09;0.09;0;1;
5;sgemm;main;9;;Innermost;0.08;0.02;0.02;0.02;0.02;0;1;
