function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
10;sgemm;baseline;kernel.c:50-58;99.92;19.82;;;;;;"100,0,0,0,0,0,0,0,0,0";
9;sgemm;main;;0.08;0.02;;;;;;"100,0,0,0,0,0,0,0,0,0";
