name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_19-09-31/binaries/sgemm;83.83;5.44;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;16.17;1.05;;
