loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;sgemm;baseline;10;kernel.c:54-55;Innermost;96.7;10.85;;;;;;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;2.18;0.25;;;;;;
0;sgemm;init_matrice;6;;Innermost;0.4;0.05;;;;;;
