block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
100;sgemm;kernel.c:54-55;96.7;10.85;10.85;10.85;10.85;0;1;
103;sgemm;kernel.c:54-55;1.38;0.16;0.16;0.16;0.16;0;1;
104;sgemm;kernel.c:54-55;0.58;0.06;0.07;0.07;0.07;0;1;
33;sgemm;;0.36;0.04;0.04;0.04;0.04;0;1;
98;sgemm;kernel.c:50-54;0.22;0.03;0.03;0.03;0.03;0;1;
31;sgemm;;0.04;0;0.01;0.01;0.01;0;1;
