loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;10;;Innermost;99.25;6.63;;;;;;
9;sgemm;baseline;10;;Outermost;0.37;0.02;;;;;;
0;sgemm;init_matrice;6;;Innermost;0.15;0.01;;;;;;
