function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;;99.22;94.57;94.57;94.57;94.57;0;1;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;0.27;0.26;0.26;0.26;0.26;0;1;"0,0,0,0,0,0,0,0,0,100";
6;sgemm;main;;0.27;0.25;0.25;0.25;0.25;0;1;"100,0,0,0,0,0,0,0,0,0";
232;libc-2.31.so;random;;0.14;0.13;0.13;0.13;0.13;0;1;"0,0,0,0,0,0,0,0,0,100";
237;libc-2.31.so;rand;;0.06;0.06;0.06;0.06;0.06;0;1;"0,0,0,0,0,0,0,0,0,100";
-1;kernel;unknown_kernel_region;;0.03;0.03;0.03;0.03;0.03;0;1;"0,0,0,0,100,0,0,0,0,0";
0;sgemm;Unknown function;;0.01;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";
