Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.03;99.5;0;19062.01;0;0.47;0;0;0;95.31;0;0;
knl07;_ALL;_ALL;0.03;99.5;0;19062.01;0;0.47;0;0;0;95.31;0;0;
knl07;194851;_ALL;0.03;99.5;0;19062.01;0;0.47;0;0;0;95.31;0;0;
knl07;194851;194851;0.03;99.5;0;19062.01;0;0.47;0;0;0;95.31;0;0;
