block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
91;sgemm;;99.08;94.43;;;;;;
55;sgemm;;0.25;0.24;;;;;;
89;sgemm;;0.06;0.06;;;;;;
93;sgemm;;0.03;0.03;;;;;;
95;sgemm;;0.02;0.01;;;;;;
88;sgemm;;0.02;0.01;;;;;;
68;sgemm;;0.01;0.01;;;;;;
92;sgemm;;0.01;0.01;;;;;;
90;sgemm;;0.01;0;;;;;;
54;sgemm;;0.01;0;;;;;;
