Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.1571;1.7691;9.1901;2.4299;
2;1.1707;1.8314;15.8573;2.613;
3;1.1707;1.8318;15.9046;2.6139;
4;1.1707;1.8318;15.9521;2.6144;
