Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;2.5235;3.2296;1.0982;
2;1;3.1776;4.6523;1.0985;
3;1;3.1809;4.6604;1.0985;
4;1;3.1809;4.6684;1.0985;
