function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;kernel.c:50-58;99.8;9.79;9.79;9.79;9.79;0;1;"100,0,0,0,0,0,0,0,0,0";
232;libc-2.31.so;random;;0.1;0.01;0.01;0.01;0.01;0;1;"0,0,0,0,0,0,0,0,0,100";
6;sgemm;main;;0.1;0.01;0.01;0.01;0.01;0;1;"100,0,0,0,0,0,0,0,0,0";
