name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/maqao_2022-04-02_19-23-32/binaries/sgemm;99.9;9.8;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.1;0.01;;
