block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
124;nbody.g;;93.5;0.88;0.87;0.88;0.88;0.62876188755035;10;
128;nbody.g;;4;0.04;0.03;0.04;0.04;0.57569736242294;10;
75;nbody.g;;0.05;0;0;0;0;0;1;
76;nbody.g;;0.05;0;0;0;0;0;1;
108;nbody.g;;0.05;0;0;0;0;0;1;
