loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
7;nbody.g;move_particles._omp_fn.0;10;;Innermost;92.59;0.87;;;;;;
5;nbody.g;move_particles._omp_fn.0;10;;Innermost;3.7;0.03;;;;;;
