Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1.8445;2.0989;1.0728;
2;1;2.3041;2.8467;1.0728;
3;1;2.3328;2.8978;1.0728;
4;1;2.3363;2.9041;1.0728;
