name;time_p;time_s;cpi_ratio;
/home/lucas/AOA/maqao_2022-04-02_18-03-33/binaries/sgemm;99.5;14.06;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.5;0.07;;
