loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3;sgemm;baseline;8;kernel.c:54-55;Innermost;95.79;13.53;;;;;;
4;sgemm;baseline;8;kernel.c:54-55;Innermost;2.48;0.35;;;;;;
0;sgemm;baseline;8;kernel.c:53-55;Outermost;0.71;0.1;;;;;;
10;sgemm;main;9;driver_mesure.c:16-17;Innermost;0.25;0.04;;;;;;
2;sgemm;baseline;8;kernel.c:54-55;Innermost;0.25;0.04;;;;;;
