Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;5.3832;7.4143;1.0003;
2;1;8.3045;15.5794;1.0003;
3;1;8.3325;15.694;1.0003;
4;1;8.3325;15.8069;1.0003;
