Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.02;99.93;0;6070;0;0.05;0;0;0;30.35;0;0;
knl07;_ALL;_ALL;0.02;99.93;0;6070;0;0.05;0;0;0;30.35;0;0;
knl07;213115;_ALL;0.02;99.93;0;6070;0;0.05;0;0;0;30.35;0;0;
knl07;213115;213115;0.02;99.93;0;6070;0;0.05;0;0;0;30.35;0;0;
