name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/demo/maqao_2022-04-01_13-48-06/binaries/sgemm;99.92;19.42;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.08;0.01;;
