Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.02;99.95;0;5943;0;0.03;0;0;0;29.71;0;0;
knl07;_ALL;_ALL;0.02;99.95;0;5943;0;0.03;0;0;0;29.71;0;0;
knl07;213968;_ALL;0.02;99.95;0;5943;0;0.03;0;0;0;29.71;0;0;
knl07;213968;213968;0.02;99.95;0;5943;0;0.03;0;0;0;29.71;0;0;
