Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.35;82.24;0;1154;0;17.42;0;0;0;5.77;0;0;
knl07;_ALL;_ALL;0.35;82.24;0;1154;0;17.42;0;0;0;5.77;0;0;
knl07;218538;_ALL;0.35;82.24;0;1154;0;17.42;0;0;0;5.77;0;0;
knl07;218538;218538;0.35;82.24;0;1154;0;17.42;0;0;0;5.77;0;0;
