loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;sgemm;baseline;10;kernel.c:54-55;Innermost;64.47;3.72;3.72;3.72;3.72;0;1;
0;sgemm;init_matrice;6;;Innermost;14.3;0.82;0.82;0.82;0.82;0;1;
9;sgemm;baseline;10;kernel.c:50-55;Outermost;2.77;0.16;0.16;0.16;0.16;0;1;
2;sgemm;init_array;7;;Single;0.09;0;0;0;0;0;1;
