name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_18-35-23/binaries/sgemm;82.58;4.76;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;17.42;1;;
