Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.1304;1.5868;3.5858;1.8571;
2;1.1462;1.6922;4.5089;1.9451;
3;1.147;1.6949;4.5532;1.9502;
4;1.1472;1.6964;4.5688;1.9514;
