Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.4;0;1008;0;0.6;0;0;0;5.04;0;0;
knl07;_ALL;_ALL;0;99.4;0;1008;0;0.6;0;0;0;5.04;0;0;
knl07;203507;_ALL;0;99.4;0;1008;0;0.6;0;0;0;5.04;0;0;
knl07;203507;203507;0;99.4;0;1008;0;0.6;0;0;0;5.04;0;0;
