Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0042;1.2251;2.7666;2.8371;
2;1.0045;1.2373;2.8622;2.8712;
3;1.0045;1.2434;2.9022;2.8776;
4;1.0045;1.2444;2.9126;2.8776;
