Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.32;82.84;0;1253;0;16.76;0;0;0.08;6.27;0;0;
knl07;_ALL;_ALL;0.32;82.84;0;1253;0;16.76;0;0;0.08;6.27;0;0;
knl07;220144;_ALL;0.32;82.84;0;1253;0;16.76;0;0;0.08;6.27;0;0;
knl07;220144;220144;0.32;82.84;0;1253;0;16.76;0;0;0.08;6.27;0;0;
