function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
10;sgemm;baseline;kernel.c:50-58;99.79;12.03;;;;;;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;0.08;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
232;libc-2.31.so;random;;0.04;0;;;;;;"0,0,0,0,0,0,0,0,0,100";
9;sgemm;main;;0.04;0;;;;;;"100,0,0,0,0,0,0,0,0,0";
6;sgemm;init_matrice;;0.04;0;;;;;;"100,0,0,0,0,0,0,0,0,0";
