Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.88;0;2412;0;0.12;0;0;0;12.06;0;0;
knl07;_ALL;_ALL;0;99.88;0;2412;0;0.12;0;0;0;12.06;0;0;
knl07;212009;_ALL;0;99.88;0;2412;0;0.12;0;0;0;12.06;0;0;
knl07;212009;212009;0;99.88;0;2412;0;0.12;0;0;0;12.06;0;0;
