block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
97;sgemm;kernel.c:54-55;67.76;4.14;4.14;4.14;4.14;0;1;
33;sgemm;;12.36;0.75;0.75;0.75;0.75;0;1;
101;sgemm;kernel.c:54-55;0.49;0.03;0.03;0.03;0.03;0;1;
99;sgemm;kernel.c:54-55;0.25;0.02;0.02;0.02;0.02;0;1;
30;sgemm;;0.16;0.01;0.01;0.01;0.01;0;1;
32;sgemm;;0.08;0;0.01;0.01;0.01;0;1;
71;sgemm;;0.08;0;0.01;0.01;0.01;0;1;
96;sgemm;kernel.c:50-54;0.08;0;0.01;0.01;0.01;0;1;
111;sgemm;kernel.c:53-53;0.08;0;0.01;0.01;0.01;0;1;
100;sgemm;kernel.c:50-50;0.08;0;0.01;0.01;0.01;0;1;
105;sgemm;kernel.c:54-55;0.08;0;0.01;0.01;0.01;0;1;
107;sgemm;kernel.c:54-55;0.08;0;0.01;0.01;0.01;0;1;
31;sgemm;;0.08;0;0.01;0.01;0.01;0;1;
