block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
97;sgemm;kernel.c:54-55;67.76;4.14;;;;;;
33;sgemm;;12.36;0.75;;;;;;
101;sgemm;kernel.c:54-55;0.49;0.03;;;;;;
99;sgemm;kernel.c:54-55;0.25;0.02;;;;;;
30;sgemm;;0.16;0.01;;;;;;
32;sgemm;;0.08;0;;;;;;
71;sgemm;;0.08;0;;;;;;
96;sgemm;kernel.c:50-54;0.08;0;;;;;;
111;sgemm;kernel.c:53-53;0.08;0;;;;;;
100;sgemm;kernel.c:50-50;0.08;0;;;;;;
105;sgemm;kernel.c:54-55;0.08;0;;;;;;
107;sgemm;kernel.c:54-55;0.08;0;;;;;;
31;sgemm;;0.08;0;;;;;;
