name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_18-43-12/binaries/sgemm;81.83;5;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;18.17;1.11;;
