Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.08;81.75;0;1222;0;18.17;0;0;0;6.11;0;0;
knl07;_ALL;_ALL;0.08;81.75;0;1222;0;18.17;0;0;0;6.11;0;0;
knl07;219017;_ALL;0.08;81.75;0;1222;0;18.17;0;0;0;6.11;0;0;
knl07;219017;219017;0.08;81.75;0;1222;0;18.17;0;0;0;6.11;0;0;
