Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0005;7.9514;14.0598;1.001;
2;1.0005;8.0587;14.5587;1.0013;
3;1.0005;8.1054;14.8217;1.0014;
4;1.0005;8.1054;14.8423;1.0014;
