name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_18-23-39/binaries/sgemm;79.83;4.61;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;20.17;1.16;;
