loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;7;kernel.c:54-55;Innermost;94.61;21.07;;;;;;
7;sgemm;baseline;7;kernel.c:53-55;Outermost;5.16;1.15;;;;;;
5;sgemm;main;6;;Innermost;0.07;0.01;;;;;;
