name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/maqao_2022-04-02_19-21-29/binaries/sgemm;99.87;22.24;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.13;0.03;;
