function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
7;sgemm;baseline;kernel.c:50-58;99.8;22.22;;;;;;"100,0,0,0,0,0,0,0,0,0";
236;libc-2.31.so;random_r;;0.07;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
6;sgemm;main;;0.07;0.01;;;;;;"100,0,0,0,0,0,0,0,0,0";
237;libc-2.31.so;rand;;0.04;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
232;libc-2.31.so;random;;0.02;0;;;;;;"0,0,0,0,0,0,0,0,0,100";
