Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.78;0;1335;0;0.22;0;0;0;6.67;0;0;
knl07;_ALL;_ALL;0;99.78;0;1335;0;0.22;0;0;0;6.67;0;0;
knl07;197495;_ALL;0;99.78;0;1335;0;0.22;0;0;0;6.67;0;0;
knl07;197495;197495;0;99.78;0;1335;0;0.22;0;0;0;6.67;0;0;
