Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0636;1.2908;1.3147;1.3147;
2;1.0746;1.3104;1.3592;1.3315;
3;1.0769;1.3154;1.3675;1.335;
