block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
100;sgemm;kernel.c:54-55;96.71;10.57;;;;;;
103;sgemm;kernel.c:54-55;1.33;0.14;;;;;;
104;sgemm;kernel.c:54-55;0.46;0.05;;;;;;
98;sgemm;kernel.c:50-54;0.37;0.04;;;;;;
33;sgemm;;0.23;0.02;;;;;;
32;sgemm;;0.05;0;;;;;;
96;sgemm;kernel.c:54-54;0.05;0;;;;;;
