Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0004;7.9291;13.986;1.0008;
2;1.0004;8.011;14.3627;1.0011;
3;1.0004;8.0678;14.6789;1.0012;
4;1.0004;8.072;14.6991;1.0012;
5;1.0004;8.072;14.7194;1.0012;
