Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.04;99.43;0;19043.01;0;0.53;0;0;0;95.22;0;0;
knl07;_ALL;_ALL;0.04;99.43;0;19043.01;0;0.53;0;0;0;95.22;0;0;
knl07;194142;_ALL;0.04;99.43;0;19043.01;0;0.53;0;0;0;95.22;0;0;
knl07;194142;194142;0.04;99.43;0;19043.01;0;0.53;0;0;0;95.22;0;0;
