Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0643;1.2946;1.3189;1.3189;
2;1.0724;1.309;1.3514;1.3313;
3;1.0734;1.3112;1.355;1.3328;
