loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
8;sgemm;baseline;10;kernel.c:54-55;Innermost;69.67;4.36;4.36;4.36;4.36;0;1;
0;sgemm;init_matrice;6;;Innermost;13.01;0.81;0.81;0.81;0.81;0;1;
