name;time_p;time_s;cpi_ratio;
/users/user4442/AOA_Etude_de_cas/maqao_2022-04-02_18-48-52/binaries/sgemm;83.16;5.21;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;16.84;1.05;;
