Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0005;1.0372;1.0635;1.2483;
2;1.0005;1.0376;1.1056;1.2497;
3;1.0005;1.0376;1.1069;1.25;
4;1.0005;1.0376;1.1069;1.25;
