Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.98;0;6093;0;0.02;0;0;0;30.46;0;0;
knl07;_ALL;_ALL;0;99.98;0;6093;0;0.02;0;0;0;30.46;0;0;
knl07;224402;_ALL;0;99.98;0;6093;0;0.02;0;0;0;30.46;0;0;
knl07;224402;224402;0;99.98;0;6093;0;0.02;0;0;0;30.46;0;0;
