name;time_p;time_s;cpi_ratio;
/users/user4427/AOA_Etude_de_cas/maqao_2022-04-02_19-15-27/binaries/sgemm;99.98;30.46;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.02;0;;
