function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
9;nbody.g;move_particles;;99.99;96.51;;;;;;"100,0,0,0,0,0,0,0,0,0";
8;nbody.g;init;;0.01;0;;;;;;"0,0,0,0,100,0,0,0,0,0";
