Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0;99.92;0;3887;0;0.08;0;0;0;19.43;0;0;
knl07;_ALL;_ALL;0;99.92;0;3887;0;0.08;0;0;0;19.43;0;0;
knl07;203855;_ALL;0;99.92;0;3887;0;0.08;0;0;0;19.43;0;0;
knl07;203855;203855;0;99.92;0;3887;0;0.08;0;0;0;19.43;0;0;
